date;country;state;region;deaths;newCases;totalCases
14/03/2020;Brazil;RS;South;0;2;6
15/03/2020;Brazil;RS;South;0;0;6
16/03/2020;Brazil;RS;South;0;2;8
17/03/2020;Brazil;RS;South;0;2;10
18/03/2020;Brazil;RS;South;0;9;19
19/03/2020;Brazil;RS;South;0;12;31
20/03/2020;Brazil;RS;South;0;12;43
21/03/2020;Brazil;RS;South;0;26;69
22/03/2020;Brazil;RS;South;0;8;77
23/03/2020;Brazil;RS;South;0;19;96
24/03/2020;Brazil;RS;South;0;16;112
25/03/2020;Brazil;RS;South;1;50;162
26/03/2020;Brazil;RS;South;1;28;190
27/03/2020;Brazil;RS;South;2;7;197
28/03/2020;Brazil;RS;South;2;3;200
29/03/2020;Brazil;RS;South;2;30;230
30/03/2020;Brazil;RS;South;4;24;254
31/03/2020;Brazil;RS;South;4;51;305
01/04/2020;Brazil;RS;South;5;11;316
02/04/2020;Brazil;RS;South;5;70;386
03/04/2020;Brazil;RS;South;6;24;410
04/04/2020;Brazil;RS;South;7;8;418
05/04/2020;Brazil;RS;South;7;50;468
06/04/2020;Brazil;RS;South;8;33;501
07/04/2020;Brazil;RS;South;8;54;555
08/04/2020;Brazil;RS;South;10;26;581
09/04/2020;Brazil;RS;South;14;55;636
10/04/2020;Brazil;RS;South;15;4;640
11/04/2020;Brazil;RS;South;16;13;653
12/04/2020;Brazil;RS;South;16;11;664
12/03/2020;Brazil;SC;South;0;2;2
13/03/2020;Brazil;SC;South;0;1;3
14/03/2020;Brazil;SC;South;0;2;5
15/03/2020;Brazil;SC;South;0;1;6
16/03/2020;Brazil;SC;South;0;1;7
17/03/2020;Brazil;SC;South;0;0;7
18/03/2020;Brazil;SC;South;0;7;14
19/03/2020;Brazil;SC;South;0;7;21
20/03/2020;Brazil;SC;South;0;18;39
21/03/2020;Brazil;SC;South;0;18;57
22/03/2020;Brazil;SC;South;0;11;68
23/03/2020;Brazil;SC;South;0;18;86
24/03/2020;Brazil;SC;South;0;23;109
25/03/2020;Brazil;SC;South;0;13;122
26/03/2020;Brazil;SC;South;1;27;149
27/03/2020;Brazil;SC;South;1;14;163
28/03/2020;Brazil;SC;South;1;21;184
29/03/2020;Brazil;SC;South;1;13;197
30/03/2020;Brazil;SC;South;2;22;219
31/03/2020;Brazil;SC;South;2;16;235
01/04/2020;Brazil;SC;South;2;12;247
02/04/2020;Brazil;SC;South;5;34;281
03/04/2020;Brazil;SC;South;5;20;301
04/04/2020;Brazil;SC;South;10;55;356
05/04/2020;Brazil;SC;South;10;23;379
06/04/2020;Brazil;SC;South;11;38;417
07/04/2020;Brazil;SC;South;15;40;457
08/04/2020;Brazil;SC;South;17;44;501
09/04/2020;Brazil;SC;South;18;192;693
10/04/2020;Brazil;SC;South;18;24;717
11/04/2020;Brazil;SC;South;21;15;732
12/04/2020;Brazil;SC;South;24;36;768
06/03/2020;Brazil;ES;Southeast;0;1;1
07/03/2020;Brazil;ES;Southeast;0;0;1
08/03/2020;Brazil;ES;Southeast;0;0;1
09/03/2020;Brazil;ES;Southeast;0;0;1
10/03/2020;Brazil;ES;Southeast;0;0;1
11/03/2020;Brazil;ES;Southeast;0;0;1
12/03/2020;Brazil;ES;Southeast;0;0;1
13/03/2020;Brazil;ES;Southeast;0;0;1
14/03/2020;Brazil;ES;Southeast;0;0;1
15/03/2020;Brazil;ES;Southeast;0;0;1
16/03/2020;Brazil;ES;Southeast;0;0;1
17/03/2020;Brazil;ES;Southeast;0;0;1
18/03/2020;Brazil;ES;Southeast;0;8;9
19/03/2020;Brazil;ES;Southeast;0;4;13
20/03/2020;Brazil;ES;Southeast;0;3;16
21/03/2020;Brazil;ES;Southeast;0;10;26
22/03/2020;Brazil;ES;Southeast;0;0;26
23/03/2020;Brazil;ES;Southeast;0;7;33
24/03/2020;Brazil;ES;Southeast;0;7;40
25/03/2020;Brazil;ES;Southeast;0;0;40
26/03/2020;Brazil;ES;Southeast;0;8;48
27/03/2020;Brazil;ES;Southeast;0;6;54
28/03/2020;Brazil;ES;Southeast;0;7;61
29/03/2020;Brazil;ES;Southeast;0;11;72
30/03/2020;Brazil;ES;Southeast;0;13;85
31/03/2020;Brazil;ES;Southeast;0;12;97
01/04/2020;Brazil;ES;Southeast;0;23;120
02/04/2020;Brazil;ES;Southeast;2;19;139
03/04/2020;Brazil;ES;Southeast;5;14;153
04/04/2020;Brazil;ES;Southeast;6;13;166
05/04/2020;Brazil;ES;Southeast;6;28;194
06/04/2020;Brazil;ES;Southeast;6;15;209
07/04/2020;Brazil;ES;Southeast;6;18;227
08/04/2020;Brazil;ES;Southeast;6;46;273
09/04/2020;Brazil;ES;Southeast;7;27;300
10/04/2020;Brazil;ES;Southeast;8;49;349
11/04/2020;Brazil;ES;Southeast;9;34;383
12/04/2020;Brazil;ES;Southeast;9;0;383
08/03/2020;Brazil;MG;Southeast;0;1;1
09/03/2020;Brazil;MG;Southeast;0;0;1
10/03/2020;Brazil;MG;Southeast;0;0;1
11/03/2020;Brazil;MG;Southeast;0;0;1
12/03/2020;Brazil;MG;Southeast;0;1;2
13/03/2020;Brazil;MG;Southeast;0;0;2
14/03/2020;Brazil;MG;Southeast;0;2;4
15/03/2020;Brazil;MG;Southeast;0;0;4
16/03/2020;Brazil;MG;Southeast;0;2;6
17/03/2020;Brazil;MG;Southeast;0;8;14
18/03/2020;Brazil;MG;Southeast;0;5;19
19/03/2020;Brazil;MG;Southeast;0;10;29
20/03/2020;Brazil;MG;Southeast;0;9;38
21/03/2020;Brazil;MG;Southeast;0;16;54
22/03/2020;Brazil;MG;Southeast;0;29;83
23/03/2020;Brazil;MG;Southeast;0;45;128
24/03/2020;Brazil;MG;Southeast;0;2;130
25/03/2020;Brazil;MG;Southeast;0;3;133
26/03/2020;Brazil;MG;Southeast;0;20;153
27/03/2020;Brazil;MG;Southeast;0;36;189
28/03/2020;Brazil;MG;Southeast;0;16;205
29/03/2020;Brazil;MG;Southeast;0;26;231
30/03/2020;Brazil;MG;Southeast;1;30;261
31/03/2020;Brazil;MG;Southeast;2;14;275
01/04/2020;Brazil;MG;Southeast;3;39;314
02/04/2020;Brazil;MG;Southeast;4;56;370
03/04/2020;Brazil;MG;Southeast;6;27;397
04/04/2020;Brazil;MG;Southeast;6;33;430
05/04/2020;Brazil;MG;Southeast;6;68;498
06/04/2020;Brazil;MG;Southeast;9;27;525
07/04/2020;Brazil;MG;Southeast;11;34;559
08/04/2020;Brazil;MG;Southeast;14;55;614
09/04/2020;Brazil;MG;Southeast;15;41;655
10/04/2020;Brazil;MG;Southeast;17;43;698
11/04/2020;Brazil;MG;Southeast;17;52;750
12/04/2020;Brazil;MG;Southeast;20;56;806
05/03/2020;Brazil;RJ;Southeast;0;1;1
06/03/2020;Brazil;RJ;Southeast;0;1;2
07/03/2020;Brazil;RJ;Southeast;0;0;2
08/03/2020;Brazil;RJ;Southeast;0;1;3
09/03/2020;Brazil;RJ;Southeast;0;0;3
10/03/2020;Brazil;RJ;Southeast;0;5;8
11/03/2020;Brazil;RJ;Southeast;0;5;13
12/03/2020;Brazil;RJ;Southeast;0;3;16
13/03/2020;Brazil;RJ;Southeast;0;0;16
14/03/2020;Brazil;RJ;Southeast;0;6;22
15/03/2020;Brazil;RJ;Southeast;0;2;24
16/03/2020;Brazil;RJ;Southeast;0;7;31
17/03/2020;Brazil;RJ;Southeast;0;2;33
18/03/2020;Brazil;RJ;Southeast;0;30;63
19/03/2020;Brazil;RJ;Southeast;2;3;66
20/03/2020;Brazil;RJ;Southeast;2;43;109
21/03/2020;Brazil;RJ;Southeast;3;10;119
22/03/2020;Brazil;RJ;Southeast;3;67;186
23/03/2020;Brazil;RJ;Southeast;4;47;233
24/03/2020;Brazil;RJ;Southeast;6;72;305
25/03/2020;Brazil;RJ;Southeast;8;65;370
26/03/2020;Brazil;RJ;Southeast;9;51;421
27/03/2020;Brazil;RJ;Southeast;10;72;493
28/03/2020;Brazil;RJ;Southeast;13;65;558
29/03/2020;Brazil;RJ;Southeast;17;42;600
30/03/2020;Brazil;RJ;Southeast;18;57;657
31/03/2020;Brazil;RJ;Southeast;23;51;708
01/04/2020;Brazil;RJ;Southeast;28;124;832
02/04/2020;Brazil;RJ;Southeast;41;160;992
03/04/2020;Brazil;RJ;Southeast;47;82;1074
04/04/2020;Brazil;RJ;Southeast;58;172;1246
05/04/2020;Brazil;RJ;Southeast;64;148;1394
06/04/2020;Brazil;RJ;Southeast;71;67;1461
07/04/2020;Brazil;RJ;Southeast;89;227;1688
08/04/2020;Brazil;RJ;Southeast;106;250;1938
09/04/2020;Brazil;RJ;Southeast;122;278;2216
10/04/2020;Brazil;RJ;Southeast;147;248;2464
11/04/2020;Brazil;RJ;Southeast;155;143;2607
12/04/2020;Brazil;RJ;Southeast;170;248;2855
25/02/2020;Brazil;SP;Southeast;0;1;1
26/02/2020;Brazil;SP;Southeast;0;0;1
27/02/2020;Brazil;SP;Southeast;0;0;1
28/02/2020;Brazil;SP;Southeast;0;1;2
29/02/2020;Brazil;SP;Southeast;0;0;2
01/03/2020;Brazil;SP;Southeast;0;0;2
02/03/2020;Brazil;SP;Southeast;0;0;2
03/03/2020;Brazil;SP;Southeast;0;0;2
04/03/2020;Brazil;SP;Southeast;0;1;3
05/03/2020;Brazil;SP;Southeast;0;3;6
06/03/2020;Brazil;SP;Southeast;0;4;10
07/03/2020;Brazil;SP;Southeast;0;3;13
08/03/2020;Brazil;SP;Southeast;0;3;16
09/03/2020;Brazil;SP;Southeast;0;0;16
10/03/2020;Brazil;SP;Southeast;0;3;19
11/03/2020;Brazil;SP;Southeast;0;11;30
12/03/2020;Brazil;SP;Southeast;0;16;46
13/03/2020;Brazil;SP;Southeast;0;10;56
14/03/2020;Brazil;SP;Southeast;0;9;65
15/03/2020;Brazil;SP;Southeast;0;71;136
16/03/2020;Brazil;SP;Southeast;0;16;152
17/03/2020;Brazil;SP;Southeast;1;12;164
18/03/2020;Brazil;SP;Southeast;4;77;241
19/03/2020;Brazil;SP;Southeast;5;45;286
20/03/2020;Brazil;SP;Southeast;9;110;396
21/03/2020;Brazil;SP;Southeast;15;63;459
22/03/2020;Brazil;SP;Southeast;22;172;631
23/03/2020;Brazil;SP;Southeast;30;114;745
24/03/2020;Brazil;SP;Southeast;40;65;810
25/03/2020;Brazil;SP;Southeast;48;52;862
26/03/2020;Brazil;SP;Southeast;58;191;1053
27/03/2020;Brazil;SP;Southeast;68;170;1223
28/03/2020;Brazil;SP;Southeast;84;183;1406
29/03/2020;Brazil;SP;Southeast;98;45;1451
30/03/2020;Brazil;SP;Southeast;113;66;1517
31/03/2020;Brazil;SP;Southeast;136;822;2339
01/04/2020;Brazil;SP;Southeast;164;642;2981
02/04/2020;Brazil;SP;Southeast;188;525;3506
03/04/2020;Brazil;SP;Southeast;219;542;4048
04/04/2020;Brazil;SP;Southeast;260;418;4466
05/04/2020;Brazil;SP;Southeast;275;154;4620
06/04/2020;Brazil;SP;Southeast;304;246;4866
07/04/2020;Brazil;SP;Southeast;371;816;5682
08/04/2020;Brazil;SP;Southeast;428;1026;6708
09/04/2020;Brazil;SP;Southeast;496;772;7480
10/04/2020;Brazil;SP;Southeast;540;736;8216
11/04/2020;Brazil;SP;Southeast;560;203;8419
12/04/2020;Brazil;SP;Southeast;588;336;8755
25/02/2020;Brazil;TOTAL;TOTAL;0;1;1
26/02/2020;Brazil;TOTAL;TOTAL;0;0;1
27/02/2020;Brazil;TOTAL;TOTAL;0;0;1
28/02/2020;Brazil;TOTAL;TOTAL;0;1;2
29/02/2020;Brazil;TOTAL;TOTAL;0;0;2
01/03/2020;Brazil;TOTAL;TOTAL;0;0;2
02/03/2020;Brazil;TOTAL;TOTAL;0;0;2
03/03/2020;Brazil;TOTAL;TOTAL;0;0;2
04/03/2020;Brazil;TOTAL;TOTAL;0;1;3
05/03/2020;Brazil;TOTAL;TOTAL;0;4;7
06/03/2020;Brazil;TOTAL;TOTAL;0;7;14
07/03/2020;Brazil;TOTAL;TOTAL;0;5;19
08/03/2020;Brazil;TOTAL;TOTAL;0;6;25
09/03/2020;Brazil;TOTAL;TOTAL;0;0;25
10/03/2020;Brazil;TOTAL;TOTAL;0;9;34
11/03/2020;Brazil;TOTAL;TOTAL;0;19;53
12/03/2020;Brazil;TOTAL;TOTAL;0;36;89
13/03/2020;Brazil;TOTAL;TOTAL;0;16;105
14/03/2020;Brazil;TOTAL;TOTAL;0;36;141
15/03/2020;Brazil;TOTAL;TOTAL;0;83;224
16/03/2020;Brazil;TOTAL;TOTAL;0;54;278
17/03/2020;Brazil;TOTAL;TOTAL;1;54;332
18/03/2020;Brazil;TOTAL;TOTAL;4;182;514
19/03/2020;Brazil;TOTAL;TOTAL;7;125;639
20/03/2020;Brazil;TOTAL;TOTAL;11;333;972
21/03/2020;Brazil;TOTAL;TOTAL;18;232;1204
22/03/2020;Brazil;TOTAL;TOTAL;25;390;1594
23/03/2020;Brazil;TOTAL;TOTAL;34;358;1952
24/03/2020;Brazil;TOTAL;TOTAL;47;303;2255
25/03/2020;Brazil;TOTAL;TOTAL;59;307;2562
26/03/2020;Brazil;TOTAL;TOTAL;77;428;2990
27/03/2020;Brazil;TOTAL;TOTAL;93;486;3476
28/03/2020;Brazil;TOTAL;TOTAL;115;479;3955
29/03/2020;Brazil;TOTAL;TOTAL;137;358;4313
30/03/2020;Brazil;TOTAL;TOTAL;166;350;4663
31/03/2020;Brazil;TOTAL;TOTAL;202;1161;5824
01/04/2020;Brazil;TOTAL;TOTAL;244;1107;6931
02/04/2020;Brazil;TOTAL;TOTAL;304;1169;8100
03/04/2020;Brazil;TOTAL;TOTAL;365;1112;9212
04/04/2020;Brazil;TOTAL;TOTAL;444;1166;10378
05/04/2020;Brazil;TOTAL;TOTAL;497;1046;11424
06/04/2020;Brazil;TOTAL;TOTAL;570;838;12262
07/04/2020;Brazil;TOTAL;TOTAL;691;1821;14083
08/04/2020;Brazil;TOTAL;TOTAL;826;2175;16258
09/04/2020;Brazil;TOTAL;TOTAL;959;1937;18195
10/04/2020;Brazil;TOTAL;TOTAL;1073;1742;19937
11/04/2020;Brazil;TOTAL;TOTAL;1140;1032;20969
12/04/2020;Brazil;TOTAL;TOTAL;1223;1233;22202
